X,Y,storeNumber,storeType,address,city,state,zip,phone,playplace,driveThru,archCard,freeWifi,storeUrl
-122.35004599999999,40.680207,13813,FREESTANDING,1695 CASCADE,SHASTA LAKE CITY,CA,96079,(530)275-2943,N,Y,Y,Y,http://www.mccalifornia.com/13813
-121.795697,39.716565,12390,FREESTANDING,2444 NOTRE DAME BLVD,CHICO,CA,95928-7136,(530)899-1285,Y,Y,Y,Y,http://www.mccalifornia.com/12390
-121.750309,38.676848,10551,FREESTANDING,1500 E MAIN ST,WOODLAND,CA,95695-6200,(530)668-1011,Y,Y,Y,Y,http://www.mccalifornia.com/10551
-124.193527,41.755344,5646,FREESTANDING,380 M ST,CRESCENT CITY,CA,95531-4119,(707)464-1913,N,Y,Y,Y,http://www.mccalifornia.com/5646
-123.35333700000001,42.420628,25344,FREESTANDING,1610 ALLEN CREEK ROAD,GRANTS PASS,OR,97527,(541)472-1772,N,Y,Y,Y,http://www.mcoregon.com/25344
-122.64477600000001,41.70264,4578,FREESTANDING,1806 FORT JONES RD,YREKA,CA,96097-9532,(530)842-5179,Y,Y,Y,Y,http://www.mccalifornia.com/4578
-124.28712,42.053332,11794,FREESTANDING,815 CHETCO AVE,BROOKINGS,OR,97415-0250,(541)469-9572,N,Y,Y,Y,http://www.mcoregon.com/11794
-123.30832099999999,42.436527000000005,11214,FREESTANDING,204 NE BEACON DR,GRANTS PASS,OR,97526-3842,(541)471-1821,N,Y,Y,Y,http://www.mcoregon.com/11214
-123.301891,42.434727,28998,WAL*MART,305 NE TERRY LANE (W*M 1834),GRANTS PASS,OR,97526,(541)956-1362,N,N,Y,Y,http://www.mcoregon.com/28998
-123.322221,42.461271999999994,3318,FREESTANDING,1891 N 6TH ST,GRANTS PASS,OR,97526-1057,(541)479-6333,N,Y,Y,Y,http://www.mcoregon.com/3318
-122.37959599999999,41.397601,10514,FREESTANDING,1925 SHASTINA DR,WEED,CA,96094-9712,(530)938-2806,Y,Y,Y,Y,http://www.mccalifornia.com/10514
-122.861521,42.316173,2013,FREESTANDING,245 BARNETT RD,MEDFORD,OR,97504,(541)779-3362,N,Y,Y,Y,http://www.mcoregon.com/2013
-122.854579,42.309618,31216,WAL*MART,1360 CENTER DRIVE,MEDFORD,OR,97501,(541)245-9805,N,N,N,Y,
-122.817416,42.28134,11234,FREESTANDING,221 FERN VALLEY RD,MEDFORD,OR,97501,(541)535-7683,N,Y,Y,Y,http://www.mcoregon.com/11234
-122.87138700000001,42.340610999999996,4483,FREESTANDING,1140 BIDDLE RD,MEDFORD,OR,97504,(541)779-3334,Y,Y,Y,Y,http://www.mcoregon.com/4483
-121.65401499999999,40.888032,12412,FREESTANDING,37443 ENTERPRISE DR,BURNEY,CA,96013,(530)335-2844,N,Y,Y,Y,http://www.mccalifornia.com/12412
-124.212791,43.361385,11410,FREESTANDING,772 S BROADWAY,COOS BAY,OR,97420-1542,(541)267-2688,N,Y,Y,Y,http://www.mcoregon.com/11410
-122.85171100000001,42.424584,5996,FREESTANDING,7421 CRATER LAKE HWY,WHITE CITY,OR,97503,(541)826-6669,Y,Y,Y,Y,http://www.mcoregon.com/5996
-122.909648,42.377781,17575,FREESTANDING,43 S 9TH ST,CENTRAL POINT,OR,97502,(541)664-1663,Y,Y,Y,Y,http://www.mcoregon.com/17575
-122.85660800000001,42.366328,14537,FREESTANDING,3611 CRATER LAKE HWY,MEDFORD,OR,97504,(541)857-2904,N,Y,Y,Y,http://www.mcoregon.com/14537
-123.369593,43.237878,13567,FREESTANDING,2535 NW STEWART PARKWAY,ROSEBURG,OR,97470,(541)440-9025,Y,Y,Y,Y,http://www.mcoregon.com/13567
-123.381666,43.144613,18428,FREESTANDING,4779 GRANGE RD,ROSEBURG,OR,97470,(541)784-9477,Y,Y,Y,Y,http://www.mcoregon.com/18428
-123.34058300000001,42.972925,12490,FREESTANDING,280 PRUNER RD,MYRTLE CREEK,OR,97457,(541)863-7799,N,Y,Y,Y,http://www.mcoregon.com/12490
-123.35000600000001,43.226461,3567,FREESTANDING,511 NE GARDEN VALLEY RD,ROSEBURG,OR,97470-2081,(541)672-7002,Y,Y,Y,Y,http://www.mcoregon.com/3567
-121.29661999999999,38.875345,31795,FREESTANDING,NEC HWY 65,LINCOLN,CA,95648,(916)408-6805,Y,Y,Y,Y,http://www.mccalifornia.com/31795
-121.095855,38.941919,5939,FREESTANDING,2865 BELL RD,AUBURN,CA,95603-2539,(530)885-0731,N,Y,Y,Y,http://www.mccalifornia.com/5939
-121.05601999999999,38.922321000000004,3831,FREESTANDING,13370 LINCOLN WAY,AUBURN,CA,95603-3250,(530)823-1521,N,Y,Y,Y,http://www.mccalifornia.com/3831
-121.29032,38.787687,30288,WAL*MART,900 PLEASANT GROVE BLVD (W*M #1988),ROSEVILLE,CA,95678,(916)788-9172,N,N,Y,Y,http://www.mccalifornia.com/30288
-121.20491299999999,38.807182,21304,GAS STATION,4211 SIERRA COLLEGE BLVD,ROCKLIN,CA,95677,(916)652-6767,N,Y,Y,Y,http://www.mccalifornia.com/21304
-121.27251000000001,38.729053,12946,FREESTANDING,1190 CIRBY WAY,ROSEVILLE,CA,95746,(916)784-2725,N,Y,Y,Y,http://www.mccalifornia.com/12946
-121.2737,38.804697999999995,32113,FREESTANDING,2172 SUNSET BLVD,ROCKLIN,CA,95765,(916)789-7710,N,Y,Y,Y,http://www.mccalifornia.com/32113
-121.256307,38.746862,30289,WAL*MART,1400 LEAD HILL BLVD (W*M #3587),ROSEVILLE,CA,95661,(916)781-9506,N,N,Y,Y,http://www.mccalifornia.com/30289
-121.268823,38.772949,33506,MALL,"1151 GALLERIA BLVD., SUITE",ROSEVILLE,CA,95678,(916)784-1136,N,N,Y,Y,http://www.mccalifornia.com/33506
-121.309891,38.750172,13464,FREESTANDING,3994 FOOTHILLS BLVD,ROSEVILLE,CA,95747,(916)783-3587,Y,Y,Y,Y,http://www.mccalifornia.com/13464
-120.951311,39.094108,17885,FREESTANDING,501 S AUBURN RD,COLFAX,CA,95713,(530)346-6088,N,Y,Y,Y,http://www.mccalifornia.com/17885
-121.26640800000001,38.78215,17834,FREESTANDING,6710 STANFORD RANCH RD,ROSEVILLE,CA,95678,(916)789-1820,Y,Y,Y,Y,http://www.mccalifornia.com/17834
-121.27139,38.74642,2280,FREESTANDING,120 HARDING BLVD,ROSEVILLE,CA,95678,(916)782-3538,Y,Y,Y,Y,http://www.mccalifornia.com/2280
-121.33163200000001,38.703773999999996,30709,WAL*MART,5821 ANTELOPE RD (W*M #5192),SACRAMENTO,CA,95842,(916)721-3135,N,N,Y,N,http://www.mccalifornia.com/30709
-121.312424,38.707834999999996,10358,FREESTANDING,7850 LICHEN DR,CITRUS HEIGHTS,CA,95621-1000,(916)721-7773,Y,Y,Y,Y,http://www.mccalifornia.com/10358
-121.293043,38.88897,13923,FREESTANDING,290 G ST,LINCOLN,CA,95648,(916)645-9757,N,Y,Y,Y,http://www.mccalifornia.com/13923
-121.037773,39.237347,5295,FREESTANDING,11954 NEVADA CITY HWY,GRASS VALLEY,CA,95945-9302,(530)273-2518,Y,Y,Y,Y,http://www.mccalifornia.com/5295
-121.314687,38.796178999999995,25139,GAS STATION,1400 BLUE OAKS BLVD,ROSEVILLE,CA,95765,(916)797-1157,N,Y,Y,Y,http://www.mccalifornia.com/25139
-121.2713,38.704899,2932,FREESTANDING,7632 SUNRISE BLVD.,CITRUS HEIGHTS,CA,95610-2308,(916)726-6700,Y,Y,Y,Y,http://www.mccalifornia.com/2932
-121.540079,38.55679,32561,FREESTANDING,2244 LAKE WASHINGTON BLVD,WEST SACRAMENTO,CA,95691,(916)372-6600,N,Y,Y,Y,
-121.549378,38.591151,25793,GAS STATION,800 RIVERPOINT CIR,WEST SACRAMENTO,CA,95605,(916)376-9000,N,Y,Y,Y,http://www.mccalifornia.com/25793
-121.548305,38.579028,25600,FREESTANDING,2729 W CAPITOL AVE,WEST SACRAMENTO,CA,95691,(916)371-8333,N,Y,Y,Y,http://www.mccalifornia.com/25600
-121.508058,38.641447,25992,GAS STATION,3950 TRUXEL ROAD,SACRAMENTO,CA,95834,(916)515-0814,N,Y,Y,Y,http://www.mccalifornia.com/25992
-121.488576,38.550532000000004,661,FREESTANDING,2985 FREEPORT BLVD,SACRAMENTO,CA,95818-3842,(916)443-7632,N,Y,Y,Y,http://www.mccalifornia.com/661
-121.48208899999999,38.559212,25596,FREESTANDING,2331 BROADWAY,SACRAMENTO,CA,95818,(916)451-7264,N,Y,Y,Y,http://www.mccalifornia.com/25596
-121.476501,38.635869,5062,FREESTANDING,3773 NORTHGATE BLVD.,SACRAMENTO,CA,95833,(916)920-5940,Y,Y,Y,Y,http://www.mccalifornia.com/5062
-121.456349,38.644693,14729,FREESTANDING,4242 NORWOOD AVENUE,SACRAMENTO,CA,95838,(916)920-4242,N,Y,Y,Y,http://www.mccalifornia.com/14729
-121.446978,38.612657,2234,FREESTANDING,2517 DEL PASO BLVD.,SACRAMENTO,CA,95815-2510,(916)927-1459,N,Y,Y,Y,http://www.mccalifornia.com/2234
-121.456217,38.683386,16147,FREESTANDING,400 ELKHORN BLVD,RIO LINDA,CA,95673,(916)992-1122,N,Y,Y,Y,http://www.mccalifornia.com/16147
-121.40990900000001,38.555949,33812,GAS STATION,7901 COLLEGE TOWN,SACRAMENTO,CA,95826,(916)379-9802,N,Y,Y,Y,http://www.mccalifornia.com/33812
-121.441728,38.525289,47,FREESTANDING,5425 FRUITRIDGE ROAD,SACRAMENTO,CA,95820-5508,(916)453-1615,N,Y,Y,Y,http://www.mccalifornia.com/47
-121.45746799999999,38.495722,25079,FREESTANDING,4124 FLORIN RD.,SACRAMENTO,CA,95823,(916)395-7016,Y,Y,Y,Y,http://www.mccalifornia.com/25079
-121.53108200000001,38.580696,1115,FREESTANDING,1700 W CAPITOL AVE,WEST SACRAMENTO,CA,95691-2520,(916)371-2212,N,Y,Y,Y,http://www.mccalifornia.com/1115
-121.50709099999999,38.480815,13352,FREESTANDING,8940 POCKET RD,SACRAMENTO,CA,95831,(916)399-1011,N,Y,Y,Y,http://www.mccalifornia.com/13352
-121.50556999999999,38.635481,23751,WAL*MART,3661 TRUXEL RD (WALMART #2598),SACRAMENTO,CA,95834,(916)928-9690,N,N,Y,N,http://www.mccalifornia.com/23751
-121.38361499999999,38.611836,15934,FREESTANDING,2535 WATT AVE,SACRAMENTO,CA,95821,(916)971-0244,Y,Y,Y,Y,http://www.mccalifornia.com/15934
-121.501869,38.596837,6757,FREESTANDING,200 RICHARDS BLVD.,SACRAMENTO,CA,95814-0236,(916)444-2395,N,Y,Y,Y,http://www.mccalifornia.com/6757
-121.466828,38.571581,25599,FREESTANDING,3006 K STREET,SACRAMENTO,CA,95816,(916)457-2251,N,Y,Y,Y,http://www.mccalifornia.com/25599
-121.43851200000002,38.558876,773,FREESTANDING,5525 FOLSOM BLVD,SACRAMENTO,CA,95819-4603,(916)456-2879,N,Y,Y,Y,http://www.mccalifornia.com/773
-121.41585,38.59673,11576,FREESTANDING,1721 HOWE AVE,SACRAMENTO,CA,95825-2209,(916)922-2774,N,Y,Y,Y,http://www.mccalifornia.com/11576
-121.484453,38.4961,25618,FREESTANDING,2335 FLORIN RD,SACRAMENTO,CA,95822,(916)394-1618,N,Y,Y,Y,http://www.mccalifornia.com/25618
-121.384701,38.595527000000004,25602,FREESTANDING,3412 ARDEN WAY,ARDEN-ARCADE,CA,95864,(916)488-0595,N,Y,Y,Y,http://www.mccalifornia.com/25602
-121.409557,38.573795000000004,4446,FREESTANDING,2320 FAIR OAKS BLVD,SACRAMENTO,CA,95825-4709,(916)921-6013,N,Y,Y,Y,http://www.mccalifornia.com/4446
-121.40968000000001,38.5246,25601,FREESTANDING,8020 FRUITRIDGE ROAD,SACRAMENTO,CA,95824,(916)386-1779,N,Y,Y,Y,http://www.mccalifornia.com/25601
-121.74081399999999,38.675711,29495,WAL*MART,1716 E MAIN ST (W*M #2190),WOODLAND,CA,95776,(530)661-0193,N,N,Y,Y,http://www.mccalifornia.com/29495
-121.697333,38.550605,4745,FREESTANDING,4444 CHILES RD,DAVIS,CA,95616-4340,(530)753-5001,Y,Y,Y,Y,http://www.mccalifornia.com/4745
-121.328524,38.634508000000004,839,FREESTANDING,7329 FAIR OAKS BLVD.,CARMICHAEL,CA,95608,(916)488-8233,Y,Y,Y,Y,http://www.mccalifornia.com/839
-121.383389,38.689890999999996,14445,FREESTANDING,6749 WATT AVE,NORTH HIGHLANDS,CA,95660,(916)344-9288,N,Y,Y,Y,http://www.mccalifornia.com/14445
-121.31941200000001,38.679443,12718,FREESTANDING,6212 AUBURN BLVD,CITRUS HEIGHTS,CA,95621,(916)725-4359,N,Y,Y,Y,http://www.mccalifornia.com/12718
-121.33688300000001,38.556402,17216,FREESTANDING,3560 BRADSHAW RD,ROSEMONT,CA,95827,(916)361-8186,Y,Y,Y,Y,http://www.mccalifornia.com/17216
-121.367011,38.617889,713,FREESTANDING,4121 MARCONI AVE,SACRAMENTO,CA,95821-4213,(916)482-8467,N,Y,Y,Y,http://www.mccalifornia.com/713
-121.341586,38.686753,4968,FREESTANDING,5301 ELKHORN BLVD,SACRAMENTO,CA,95842,(916)331-2126,N,Y,Y,Y,http://www.mccalifornia.com/4968
-121.29127700000001,38.664021000000005,1921,FREESTANDING,7411 MADISON AVE,CITRUS HEIGHTS,CA,95610,(916)961-8348,N,Y,Y,Y,http://www.mccalifornia.com/1921
-121.372339,38.554914000000004,2990,FREESTANDING,8901 FOLSOM BLVD,SACRAMENTO,CA,95826-3203,(916)362-1951,N,Y,Y,Y,http://www.mccalifornia.com/2990
-121.34734499999999,38.659893,688,FREESTANDING,5008 AUBURN BLVD,SACRAMENTO,CA,95841-2621,(916)332-6951,N,Y,Y,Y,http://www.mccalifornia.com/688
-121.383478,38.654897,15317,FREESTANDING,4957 WATT AVE,NORTH HIGHLANDS,CA,95660,(916)332-8879,N,Y,Y,Y,http://www.mccalifornia.com/15317
-121.36458200000001,38.711498999999996,13167,FREESTANDING,7899 WALERGA RD,ANTELOPE,CA,95843,(916)729-1380,Y,Y,Y,Y,http://www.mccalifornia.com/13167
-121.430567,38.496596999999994,32702,FREESTANDING,6091 FLORIN ROAD,SACRAMENTO,CA,95823,(916)393-1760,N,Y,Y,Y,http://www.mccalifornia.com/32702
-121.47698799999999,38.408798,35290,SHARED BLDNG,2733 ELK GROVE BLVD,ELK GROVE,CA,95758,(916)478-9245,N,Y,Y,Y,
-121.42853799999999,38.473783000000005,6357,FREESTANDING,6370 MACK RD,SACRAMENTO,CA,95823,(916)423-1140,N,Y,Y,Y,http://www.mccalifornia.com/6357
-121.40718999999999,38.481414,11296,FREESTANDING,8140 GERBER RD,SACRAMENTO,CA,95828,(916)689-6977,N,Y,Y,Y,http://www.mccalifornia.com/11296
-121.404527,38.455452,26895,FREESTANDING,8220 CALVINE RD.,SACRAMENTO,CA,95828,(916)525-2755,N,Y,Y,Y,http://www.mccalifornia.com/26895
-121.44706599999999,38.474790999999996,25597,FREESTANDING,4731 MACK RD,SACRAMENTO,CA,95823,(916)399-9122,N,Y,Y,Y,http://www.mccalifornia.com/25597
-121.372029,38.456109000000005,35797,FREESTANDING,8300 ELK GROVE-FLORIN ROAD,SACRAMENTO,CA,95829,(916)681-2055,N,Y,Y,Y,
-121.590779,39.138651,4236,FREESTANDING,316 E STREET,MARYSVILLE,CA,95901-5925,(530)742-6214,Y,Y,Y,Y,http://www.mccalifornia.com/4236
-121.571422,39.497637,4689,FREESTANDING,445 ORO DAM BLVD E,OROVILLE,CA,95965-5714,(530)534-6444,N,Y,Y,Y,http://www.mccalifornia.com/4689
-120.633054,40.40529,7983,FREESTANDING,3000 MAIN ST,SUSANVILLE,CA,96130-4738,(530)257-6880,Y,Y,Y,Y,http://www.mccalifornia.com/7983
-121.754287,42.211726,1914,FREESTANDING,1874 AVALON BLVD,KLAMATH FALLS,OR,97601,(541)884-6654,N,Y,Y,Y,http://www.mcoregon.com/1914
-121.789978,42.249606,5995,FREESTANDING,2481 CAMPUS DR,KLAMATH FALLS,OR,97601-1102,(541)882-9410,Y,Y,Y,Y,http://www.mcoregon.com/5995
-121.75993500000001,42.19334,28991,WAL*MART,3600 WASHBURN WAY (W*M 1772),KLAMATH FALLS,OR,97603,(541)273-2058,N,N,Y,Y,http://www.mcoregon.com/28991
-121.49987,43.674046999999995,30524,GAS STATION,16505 REED ROAD,LA PINE,OR,97739,(541)536-3065,N,Y,Y,Y,http://www.mcoregon.com/30524
-157.930208,21.378909,7519,FREESTANDING,99-115 AIEA HTS DRIVE,AIEA,HI,96701-3924,(808)483-4759,N,Y,Y,Y,http://www.mchawaii.net/7519
-157.96964499999999,21.394489,1485,FREESTANDING,1065 WAIMANO HOME RD,PEARL CITY,HI,96782,(808)453-4730,Y,Y,Y,Y,http://www.mchawaii.net/1485
-157.973896,21.400059,33309,FREESTANDING,1180 KUALA STREET,PEARL CITY,HI,96782,(808)453-5005,N,Y,N,Y,http://www.mchawaii.net/33309
-157.94181899999998,21.385638,23624,MALL,98-1005 MOANALUA RD STE 618,AIEA,HI,96701,(808)483-4745,N,N,Y,N,http://www.mchawaii.net/23624
-157.913406,21.345912,23347,FREESTANDING,848 ALA LILIKOI ST,HONOLULU,HI,96818,(808)831-4820,N,Y,Y,Y,http://www.mchawaii.net/23347
-157.928129,21.344114,4029,FREESTANDING,928 VALKENBURGH ST,HONOLULU,HI,96818,(808)423-9695,Y,Y,Y,Y,http://www.mchawaii.net/4029
-157.943709,21.381949,23244,FREESTANDING,98-147 KAMEHAMEHA HWY,AIEA,HI,96701,(808)483-1785,N,Y,Y,Y,http://www.mchawaii.net/23244
-158.0058,21.450073,14269,WAL*MART,95-550 LANIKUHANA AVE (W*M #2126),MILILANI,HI,96789,(808)625-0583,N,N,Y,N,http://www.mchawaii.net/14269
-157.930041,21.367076,12847,FREESTANDING,4561 SALT LAKE BLVD,HONOLULU,HI,96818,(808)483-4750,N,Y,Y,Y,http://www.mchawaii.net/12847
-158.007572,21.400332000000002,12659,FREESTANDING,94-795 LUMIAINA ST,WAIPAHU,HI,96797,(808)676-5966,N,Y,Y,Y,http://www.mchawaii.net/12659
-157.930476,21.34893,27693,MILTARY,4725 BOUGAINVILLE DR,HONOLULU,HI,96818,(808)422-8119,N,N,Y,N,http://www.mchawaii.net/27693
-158.016075,21.456457,1681,FREESTANDING,95-281 KIPAPA DRIVE,MILILANI,HI,96789,(808)623-2234,Y,Y,Y,Y,http://www.mchawaii.net/1681
-157.859667,21.321575,2221,FREESTANDING,414 N SCHOOL ST,HONOLULU,HI,96817,(808)532-1590,N,Y,Y,Y,http://www.mchawaii.net/2221
-157.945114,21.349632,7831,MILTARY,881 FREDRICK ST.,HONOLULU,HI,96818,(808)422-2795,N,Y,Y,Y,http://www.mchawaii.net/7831
-157.974458,21.397234,30718,WAL*MART,1131 KUALA STREET (WALMART),PEARL CITY,HI,96782,(808)453-4605,N,N,Y,Y,http://www.mchawaii.net/30718
-157.886055,21.327114,11076,FREESTANDING,2121 N NIMITZ HWY,HONOLULU,HI,96819,(808)832-0740,N,Y,Y,Y,http://www.mchawaii.net/11076
-158.001668,21.467467000000003,16246,FREESTANDING,95-1860 MEHEULA PARKWAY,MILILANI,HI,96789,(808)630-2000,N,Y,Y,Y,http://www.mchawaii.net/16246
-158.005198,21.419327,12660,FREESTANDING,94-1015 KA UKA BLVD,WAIPAHU,HI,96797,(808)676-5944,N,Y,Y,Y,http://www.mchawaii.net/12660
-157.868494,21.335327,24789,FREESTANDING,1620 NORTH SCHOOL STREET,HONOLULU,HI,96817,(808)832-2655,N,Y,Y,Y,http://www.mchawaii.net/24789
-157.87591899999998,21.324232000000002,1402,FREESTANDING,1414 DILLINGHAM BLVD,HONOLULU,HI,96817-4818,(808)832-0735,N,Y,Y,Y,http://www.mchawaii.net/1402
-158.024173,21.378413000000002,22427,FREESTANDING,94-212 LEOKU ST,WAIPAHU,HI,96797,(808)671-0881,Y,Y,Y,Y,http://www.mchawaii.net/22427
-158.034483,21.391056,14644,WAL*MART,94-595 KAPUOHI ST (W*M #2314),WAIPAHU,HI,96797,(808)688-0990,N,N,Y,N,http://www.mchawaii.net/14644
-157.86099099999998,21.30986,5763,STOREFRONT,1101 FORT STREET MALL,HONOLULU,HI,96813,(808)532-1596,N,N,Y,Y,http://www.mchawaii.net/5763
-158.013887,21.317707000000002,11077,FREESTANDING,91-919 FT WEAVER ROAD,EWA BEACH,HI,96706-2257,(808)689-8787,N,Y,Y,Y,http://www.mchawaii.net/11077
-157.826344,21.435485999999997,22708,FREESTANDING,47-250 HUI IWA,KANEOHE,HI,96744,(808)239-7774,N,Y,Y,Y,http://www.mchawaii.net/22708
-155.990497,19.645583,14645,WAL*MART,75-1015 HENRY ST (W*M #2321),KAILUA KONA,HI,96740-1681,(808)334-0848,N,N,Y,Y,http://www.mchawaii.net/14645
-155.990748,19.639758,1502,FREESTANDING,75-5729 KUAKINI HWY,KAILUA KONA,HI,96740,(808)329-3803,N,Y,Y,Y,http://www.mchawaii.net/1502
-156.00399199999998,19.649047,34231,FREESTANDING,74-5453 MAKALA BLVD.,KAILUA-KONA,HI,96740,(808)327-1156,N,Y,N,Y,
-155.666841,20.022401000000002,11219,FREESTANDING,65-1154 MAMALAHOA HWY,KAMUELA,HI,96743-2130,(808)885-8824,N,Y,Y,Y,http://www.mchawaii.net/11219
-155.061958,19.699975,20165,WAL*MART,325 E MAKAALA ST (WALMART #2473),HILO,HI,96740,(808)934-7200,N,N,Y,N,http://www.mchawaii.net/20165
-155.03976200000002,19.621660000000002,13394,FREESTANDING,16-565 OLD VOLCANO ROAD,KEAAU,HI,96749,(808)966-8812,N,Y,Y,Y,http://www.mchawaii.net/13394
-155.06665800000002,19.691208,11730,FREESTANDING,2100 KANOELEHUA AVE,HILO,HI,96720,(808)959-6462,N,Y,Y,Y,http://www.mchawaii.net/11730
-155.087503,19.723353,33360,FREESTANDING,255 KINOOLE ST.,HILO,HI,96720,(808)935-9092,N,Y,N,Y,http://www.mchawaii.net/33360
-156.475268,20.887604999999997,14086,MALL,275 KAAHUMANU AVE,KAHULUI,HI,96732,(808)877-9095,N,N,Y,N,http://www.mchawaii.net/14086
-155.920444,19.51759,7267,FREESTANDING,81-6655 MAMALAHOA HWY,KEALAKEKUA,HI,96750,(808)322-3364,N,Y,Y,Y,http://www.mchawaii.net/7267
-156.464868,20.887667,1519,FREESTANDING,155 PUUNENE AVE,KAHULUI,HI,96732-2403,(808)871-2198,N,Y,Y,Y,http://www.mchawaii.net/1519
-156.453627,20.883132999999997,22843,FREESTANDING,340 DAIRY RD,KAHULUI,HI,96732,(808)877-6498,N,Y,Y,Y,http://www.mchawaii.net/22843
-156.455391,20.877892000000003,27650,WAL*MART,101 PAKAULA ST (W*M #3290),KAHULUI,HI,96732,(808)877-5345,N,N,Y,N,http://www.mchawaii.net/27650
-156.503724,20.887567999999998,7369,FREESTANDING,2138 MAIN ST,WAILUKU,HI,96793,(808)244-8211,N,Y,Y,Y,http://www.mchawaii.net/7369
-156.679397,20.877909,6604,FREESTANDING,885 WAINEE ST,LAHAINA,HI,96761,(808)667-2681,N,Y,Y,Y,http://www.mchawaii.net/6604
-156.456286,20.750602999999998,11982,FREESTANDING,1214 S KIHEI RD PO BOX 1105,KIHEI,HI,96753,(808)879-0627,N,Y,Y,Y,http://www.mchawaii.net/11982
-157.75358500000002,21.278451999999998,1190,FREESTANDING,AINA HAINA SHOPPING CENTER,HONOLULU,HI,96821,(808)377-5101,N,Y,Y,Y,http://www.mchawaii.net/1190
-156.487458,20.906114000000002,17250,FREESTANDING,790 EHA ST,WAILUKU,HI,96793,(808)244-4682,N,Y,Y,Y,http://www.mchawaii.net/17250
-157.78566999999998,21.275447,1682,SHARED BLDNG,4618 KILAUEA AVE,HONOLULU,HI,96816,(808)733-1544,N,Y,Y,Y,http://www.mchawaii.net/1682
-157.70810600000002,21.285239999999998,24790,FREESTANDING,377 KEAHOLE STREET,HONOLULU,HI,96825,(808)395-9844,N,Y,Y,Y,http://www.mchawaii.net/24790
-157.704103,21.340635,7520,FREESTANDING,41-1033 KALANIANAOLE HWY,WAIMANALO,HI,96795,(808)259-8848,N,Y,Y,Y,http://www.mchawaii.net/7520
-157.80628000000002,21.286669,1206,FREESTANDING,3254 WAIALAE AVE,HONOLULU,HI,96816,(808)733-1540,N,Y,Y,Y,http://www.mchawaii.net/1206
-156.337278,20.836092,7830,FREESTANDING,3320 HALEAKALA HWY,PUKALANI,HI,96788,(808)572-1331,N,Y,Y,Y,http://www.mchawaii.net/7830
-156.67753000000002,20.971772,11461,FREESTANDING,4403 HONOAPIILANI HWY,LAHAINA,HI,96761-9255,(808)669-0032,N,Y,Y,Y,http://www.mchawaii.net/11461
-157.824149,21.274599,7320,STOREFRONT,2476 KALAKAUA AVE,HONOLULU,HI,96815,(808)971-1766,N,N,Y,Y,http://www.mchawaii.net/7320
-158.087903,21.328257999999998,34230,FREESTANDING,4600 KAPOLEI PARKWAY,KAPOLEI,HI,96707,(808)674-4010,N,Y,N,Y,http://www.mchawaii.net/34230
-158.151428,21.387552,10646,FREESTANDING,87-2028 FARRINGTON HIGHWAY,WAIANAE,HI,96792,(808)668-4700,N,Y,Y,Y,http://www.mchawaii.net/10646
-158.07528,21.342026999999998,32605,WAL*MART,91-600 FARRINGTON HWY,KAPOLEI,HI,96707,(808)674-8107,N,N,N,Y,
-158.077026,21.339842,12658,FREESTANDING,91-590 FARRINGTON HWY STE 2,KAPOLEI,HI,96707,(808)674-0767,N,Y,Y,Y,http://www.mchawaii.net/12658
-158.188961,21.447831,1621,FREESTANDING,85-770 FARRINGTON HIGHWAY,WAIANAE,HI,96792,(808)696-6111,N,Y,Y,Y,http://www.mchawaii.net/1621
-158.028696,21.494338,2820,FREESTANDING,114 S KAM HWY,WAHIAWA,HI,96786,(808)622-3962,N,Y,Y,Y,http://www.mchawaii.net/2820
-157.744955,21.442464,12459,MILTARY,6691 MOKAPU RD,KAILUA,HI,96734,(808)254-4053,N,Y,Y,N,http://www.mchawaii.net/12459
-157.809588,21.309661,4903,FREESTANDING,2915 E MANOA RD,HONOLULU,HI,96822,(808)988-2219,N,Y,Y,Y,http://www.mchawaii.net/4903
-157.728776,21.377948,3856,FREESTANDING,1058 KEOLU DR,KAILUA,HI,96734-3845,(808)266-4724,Y,Y,Y,Y,http://www.mchawaii.net/3856
-157.742839,21.395473000000003,1260,FREESTANDING,406 KUULEI RD,KAILUA,HI,96734,(808)266-4720,Y,Y,Y,Y,http://www.mchawaii.net/1260
-158.105528,21.581169,10761,FREESTANDING,66-457 KAM HWY,HALEIWA,HI,96712,(808)637-6106,N,Y,Y,Y,http://www.mchawaii.net/10761
-157.919888,21.641122,7627,FREESTANDING,55-400 KAMEHAMEHA HWY,LAIE,HI,96762,(808)293-8561,N,Y,Y,Y,http://www.mchawaii.net/7627
-157.797779,21.402491,1896,FREESTANDING,45-480 KANEOHE BAY DRIVE,KANEOHE,HI,96744,(808)233-4725,N,Y,Y,Y,http://www.mchawaii.net/1896
-159.379467,21.970078,15427,MALL,3-2600 KAUMUALII HWY (SATELLITE),LIHUE,HI,96766,(808)245-8764,N,N,Y,N,http://www.mchawaii.net/15427
-159.36873799999998,21.977832,1683,FREESTANDING,3113 KUHIO HWY,LIHUE,HI,96766,(808)245-6123,N,Y,Y,Y,http://www.mchawaii.net/1683
-159.584882,21.904751,17263,FREESTANDING,4469 WAIALO RD,ELEELE,HI,96705,(808)335-0301,N,Y,Y,Y,http://www.mchawaii.net/17263
-159.321851,22.061149,5485,FREESTANDING,4-0771 KUHIO HWY,KAPAA,HI,96746,(808)822-7290,N,Y,Y,Y,http://www.mchawaii.net/5485
